Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de vélo moyenne,Cadence de vélo maximale,Vitesse moyenne,Vitesse max,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Cadence de vélo moyenne,Cadence de vélo maximale,Normalized Power® (NP®),Equilibre G/D,Training Stress Score® (TSS®),Puissance moyenne maximale (20 min),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de mouvements,SWOLF moyen,Fréquence moy. des coups,Total des répétitions,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de circuits,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Cyclisme virtuel,2022-03-09 07:30:00,false,"Seuil 3X6 min","0,00","553","01:00:00","0","0","--","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","--","--","0,0","--","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","Non","01:00:00.00","1","0,0","--","--","--","00:00:00","01:00:00","--","--"
Cyclisme sur route,2022-03-05 07:33:15,false,"Marseille Cyclisme sur route","135,16","2.733","04:48:47","144","176","--","0","0","28,1","61,6","1.397","1.448","0,00","0,0","0,0","0","85","129","192","50% G / 50% D","270,0","249","158","675","0,0","0,0","22048","0","0","0","0:00","3,0","0:00","Non","04:48:46.68.7","1","15,0","--","--","--","04:48:13","05:40:07","7","752"
Cyclisme sur route,2022-03-04 11:19:55,false,"Marseille - FSM 5X5min","57,74","1.321","02:14:29","140","174","--","0","0","25,8","58,7","1.057","1.047","0,00","0,0","0,0","0","79","121","197","50% G / 50% D","132,4","209","165","456","0,0","0,0","10034","0","0","0","0:00","11,0","0:00","Non","00:05.37.5","18","17,0","--","--","--","02:14:22","02:17:18","18","302"
Cyclisme sur route,2022-03-02 08:15:44,false,"Marseille Cyclisme sur route","79,44","1.910","02:56:01","151","175","--","0","0","27,1","60,1","1.333","1.335","0,00","0,0","0,0","0","85","122","208","50% G / 50% D","316,9","270","181","595","0,0","0,0","14292","0","0","0","0:00","5,0","0:00","Non","20:07.47.8","3","14,0","--","--","--","02:55:54","03:00:44","29","450"
Cyclisme sur route,2022-02-28 11:04:39,false,"Marseille - FSM 5X5min","61,54","1.390","02:33:41","135","164","--","0","0","24,0","63,3","1.080","1.117","0,00","0,0","0,0","0","77","117","186","51% G / 49% D","220,0","185","152","524","0,0","0,0","10789","0","0","0","0:00","11,0","0:00","Non","01:00.00","18","16,0","--","--","--","02:28:54","02:33:56","57","350"
Cyclisme sur route,2022-02-27 07:40:28,false,"Marseille Cyclisme sur route","91,08","2.382","03:42:05","151","174","--","0","0","24,6","61,6","2.000","2.011","0,00","0,0","0,0","0","79","122","211","51% G / 50% D","413,1","238","179","503","0,0","0,0","16186","0","0","0","0:00","0,0","0:00","Non","20:33.15","5","13,0","--","--","--","03:41:59","03:47:40","11","356"
Cyclisme sur route,2022-02-25 11:17:53,false,"Marseille Cyclisme sur route","68,40","1.601","02:47:43","143","175","--","0","0","24,5","65,0","1.282","1.279","0,00","0,0","0,0","0","79","124","203","52% G / 48% D","288,4","227","159","645","0,0","0,0","11778","0","0","0","0:00","8,0","0:00","Non","02:47:42.67.5","1","14,0","--","--","--","02:47:37","02:51:13","36","436"
Cyclisme sur route,2022-02-21 10:28:35,false,"Marseille - FSM 6X4min","44,51","1.014","01:50:50","138","167","--","0","0","24,1","64,1","785","804","0,00","0,0","0,0","0","75","112","194","51% G / 49% D","172,3","200","154","537","0,0","0,0","7596","0","0","0","0:00","9,0","0:00","Non","00:58.82.5","21","15,0","--","--","--","01:50:42","01:50:51","47","342"
Cyclisme sur route,2022-02-19 16:52:03,false,"Marseille - FSM 6X3min","28,59","653","01:09:39","134","163","--","0","0","24,6","50,4","460","503","0,00","0,0","0,0","0","75","116","202","50% G / 50% D","117,8","186","158","498","0,0","0,0","4881","0","0","0","0:00","8,0","0:00","Non","00:00.00","20","17,0","--","--","--","00:58:41","01:11:23","41","190"
Cyclisme sur route,2022-02-18 08:34:44,false,"Marseille Cyclisme sur route","99,68","2.371","03:43:13","151","176","--","0","0","26,8","59,8","1.559","1.579","0,00","0,0","0,0","0","85","122","204","49% G / 51% D","386,7","236","177","523","0,0","0,0","17839","0","0","0","0:00","7,0","0:00","Non","07:02.62.5","5","19,0","--","--","--","03:43:03","03:47:31","29","701"
Cyclisme sur route,2022-02-16 09:08:38,false,"Marseille Cyclisme sur route","73,61","1.808","02:56:47","141","171","--","0","0","25,0","62,2","1.396","1.404","0,00","0,0","0,0","0","81","123","210","51% G / 49% D","323,6","225","170","672","0,0","0,0","13353","0","0","0","0:00","5,0","0:00","Non","02:56:47.39","1","15,0","--","--","--","02:56:47","02:58:36","46","449"
Cyclisme sur route,2022-02-15 10:11:05,false,"Marseille - FSM 6X3min","48,99","1.155","02:03:40","135","168","--","0","0","23,8","63,6","946","1.006","0,00","0,0","0,0","0","78","130","200","51% G / 49% D","205,2","200","157","565","0,0","0,0","8746","0","0","0","0:00","7,0","0:00","Non","00:21.08.9","22","15,0","--","--","--","02:03:27","02:10:47","61","350"
Cyclisme sur route,2022-02-13 08:17:45,false,"Marseille Cyclisme sur route","77,49","1.934","03:06:09","149","176","--","0","0","25,0","61,9","1.656","1.680","0,00","0,0","0,0","0","82","123","211","51% G / 49% D","344,4","245","173","463","0,0","0,0","13914","0","0","0","0:00","5,0","0:00","Non","03:59.42.3","9","14,0","--","--","--","03:05:57","03:06:55","-22","336"
Cyclisme sur route,2022-02-11 10:33:18,false,"Marseille - FSM 6X2min","64,97","1.520","02:39:34","147","173","--","0","0","24,4","61,2","1.246","1.306","0,00","0,0","0,0","0","83","126","199","52% G / 48% D","262,3","211","160","478","0,0","0,0","11906","0","0","0","0:00","10,0","0:00","Non","01:00.00","22","16,0","--","--","--","02:36:58","02:41:45","67","391"
Cyclisme sur route,2022-02-05 08:05:58,false,"Marseille Cyclisme sur route","84,67","1.861","03:06:57","143","177","--","0","0","27,2","70,8","1.035","1.044","0,00","0,0","0,0","0","82","129","210","51% G / 49% D","340,8","196","166","770","0,0","0,0","14003","0","0","0","0:00","6,0","0:00","Non","03:06:56.65.3","1","14,0","--","--","--","03:06:27","03:44:52","-19","434"
Cyclisme sur route,2022-02-04 11:08:08,false,"Marseille - Vélocité 2h30","69,69","1.671","02:41:26","148","176","--","0","0","25,9","64,0","1.142","1.108","0,00","0,0","0,0","0","92","144","195","51% G / 49% D","255,1","213","173","482","0,0","0,0","14058","0","0","0","0:00","9,0","0:00","Non","00:09.47.5","19","16,0","--","--","--","02:40:51","02:47:45","30","393"
Cyclisme sur route,2022-02-02 14:21:07,false,"Marseille Cyclisme sur route","73,13","1.636","02:57:37","140","171","--","0","0","24,7","72,2","1.012","1.106","0,00","0,0","0,0","0","80","126","200","51% G / 49% D","295,2","216","155","769","0,0","0,0","12593","0","0","0","0:00","11,0","0:00","Non","00:21.87.5","23","18,0","--","--","--","02:57:30","03:00:06","32","410"
Cyclisme sur route,2022-01-31 08:36:07,false,"Marseille - Vélocité 2h30","55,29","1.184","02:16:07","136","166","--","0","0","24,4","60,2","747","728","0,00","0,0","0,0","0","85","132","171","52% G / 48% D","165,4","194","146","421","0,0","0,0","10760","0","0","0","0:00","3,0","0:00","Non","00:00.00","18","17,0","--","--","--","00:42:38","02:16:07","28","323"
Cyclisme sur route,2022-01-30 11:57:38,false,"Marseille Cyclisme sur route","106,31","2.483","03:59:09","152","174","--","0","0","26,7","61,6","1.585","1.581","0,00","0,0","0,0","0","85","124","205","52% G / 48% D","416,8","240","173","660","0,0","0,0","19412","0","0","0","0:00","0,0","0:00","Non","01:33.40","4","16,0","--","--","--","03:59:04","04:05:01","1","475"
Cyclisme sur route,2022-01-28 10:57:16,false,"Marseille - Vélocité 2h00","37,73","893","01:27:40","144","167","--","0","0","25,8","56,6","611","612","0,00","0,0","0,0","0","88","146","198","52% G / 48% D","141,9","209","172","723","0,0","0,0","7438","0","0","0","0:00","3,0","0:00","Non","00:00.00","18","15,0","--","--","--","00:42:28","01:32:08","42","332"
Cyclisme sur route,2022-01-26 12:03:53,false,"Marseille - Vélocité 2h00","52,44","1.261","02:01:37","148","169","--","0","0","25,9","64,6","837","827","0,00","0,0","0,0","0","92","140","197","53% G / 47% D","195,7","209","174","527","0,0","0,0","10591","0","0","0","0:00","5,0","0:00","Non","01:00.00","19","14,0","--","--","--","02:01:14","02:01:50","35","332"
Cyclisme sur route,2022-01-24 11:14:27,false,"Marseille Cyclisme sur route","75,46","1.783","02:56:22","144","172","--","0","0","25,7","61,8","1.238","1.245","0,00","0,0","0,0","0","85","125","200","53% G / 47% D","294,4","200","169","761","0,0","0,0","14019","0","0","0","0:00","7,0","0:00","Non","02:56:22.48.7","1","17,0","--","--","--","02:56:09","03:20:19","17","349"
Cyclisme sur route,2022-01-22 07:47:08,false,"Marseille Cyclisme sur route","88,56","1.948","03:32:04","142","179","--","0","0","25,1","68,4","1.317","1.316","0,00","0,0","0,0","0","83","127","199","52% G / 48% D","349,1","249","153","697","0,0","0,0","15848","0","0","0","0:00","-3,0","0:00","Non","03:32:03.53.5","1","16,0","--","--","--","03:31:40","03:55:30","6","407"
Cyclisme sur route,2022-01-21 11:22:56,false,"Marseille - Velocité 1h30","44,38","1.044","01:46:19","146","166","--","0","0","25,0","56,7","756","732","0,00","0,0","0,0","0","89","129","183","52% G / 48% D","147,9","193","165","444","0,0","0,0","9123","0","0","0","0:00","4,0","0:00","Non","01:00.00","15","15,0","--","--","--","01:46:18","01:46:53","27","316"
Cyclisme sur route,2022-01-19 11:05:53,false,"Marseille - Endurance sprint","78,28","1.845","02:59:11","149","173","--","0","0","26,2","60,0","1.241","1.210","0,00","0,0","0,0","0","88","152","198","54% G / 46% D","291,9","201","172","751","0,0","0,0","15170","0","0","0","0:00","6,0","0:00","Non","01:29:02.57.4","2","15,0","--","--","--","02:59:04","03:04:10","54","464"
Cyclisme sur route,2022-01-17 14:06:58,false,"Marseille - Velocité 1h30","40,46","973","01:41:40","147","165","--","0","0","23,9","55,1","720","589","0,00","0,0","0,0","0","91","131","182","53% G / 47% D","138,9","189","161","668","0,0","0,0","8809","0","0","0","0:00","8,0","0:00","Non","00:01.75","17","18,0","--","--","--","01:41:09","01:51:58","36","323"
Cyclisme sur route,2022-01-15 07:55:55,false,"Marseille - Endurance","80,48","1.601","03:31:49","135","175","--","0","0","22,8","51,5","939","808","0,00","0,0","0,0","0","77","126","185","51% G / 49% D","302,9","161","126","750","0,0","0,0","12740","0","0","0","0:00","-4,0","0:00","Non","01:09:07.25","2","10,0","--","--","--","03:21:03","03:47:17","32","350"
Cyclisme sur route,2022-01-15 07:49:47,false,"Marseille Cyclisme sur route","0,02","--","00:00:05,7","113","115","--","0","0","9,6","9,7","--","--","0,00","0,0","0,0","0","42","52","--","53% G / 47% D","0,0","--","75","149","0,0","0,0","5","0","0","0","0:00","12,0","0:00","Non","00:05.67.3","1","12,0","--","--","--","00:00:05,7","00:00:05,7","77","77"
Cyclisme sur route,2022-01-12 11:31:15,false,"Marseille - Test SEUIL","65,93","1.531","02:32:34","150","181","--","0","0","25,9","54,8","1.187","1.173","0,00","0,0","0,0","0","85","127","203","52% G / 48% D","260,9","263","167","626","0,0","0,0","11900","0","0","0","0:00","5,0","0:00","Non","00:00.00","3","14,0","--","--","--","01:20:01","02:37:26","45","375"
Cyclisme sur route,2022-01-10 11:20:37,false,"Marseille - Test PMA","36,18","826","01:29:49","142","180","--","0","0","24,2","59,5","693","480","0,00","0,0","0,0","0","78","114","204","50% G / 50% D","155,3","201","154","495","0,0","0,0","6382","0","0","0","0:00","6,0","0:00","Non","00:02.32.5","8","14,0","--","--","--","01:29:40","01:33:19","42","358"
Cyclisme sur route,2022-01-09 09:20:28,false,"Marseille Cyclisme sur route","46,66","1.125","01:53:42","154","176","--","0","0","24,6","61,9","891","902","0,00","0,0","0,0","0","84","123","204","52% G / 48% D","196,7","213","165","703","0,0","0,0","8735","0","0","0","0:00","5,0","0:00","Non","01:53:41.96.6","1","14,0","--","--","--","01:53:37","01:54:38","37","362"
Cyclisme sur route,2022-01-06 13:38:03,false,"Marseille Cyclisme sur route","65,08","1.594","02:34:59","152","176","--","0","0","25,2","59,7","1.213","1.232","0,00","0,0","0,0","0","76","126","--","--","0,0","--","0","0","0,0","0,0","11013","0","0","0","0:00","5,0","0:00","Non","02:34:58.75.6","1","15,0","--","--","--","02:34:59","02:40:10","51","430"
Cyclisme sur route,2022-01-05 12:55:50,false,"Marseille - Exercice de vélocité","25,86","617","01:00:03","151","174","--","0","0","25,8","37,1","261","296","0,00","0,0","0,0","0","105","136","--","--","0,0","--","0","0","0,0","0,0","6140","0","0","0","0:00","6,0","0:00","Non","00:00.00","13","8,0","--","--","--","00:55:22","01:01:51","41","132"
Cyclisme sur route,2022-01-05 11:53:22,false,"Marseille - force& vélocité","4,59","110","00:11:49","133","152","--","0","0","23,3","34,9","73","30","0,00","0,0","0,0","0","90","122","--","--","0,0","--","0","0","0,0","0,0","1037","0","0","0","0:00","7,0","0:00","Non","00:00.00","2","14,0","--","--","--","00:11:43","00:11:49","29","99"
Cyclisme sur route,2022-01-03 10:37:28,false,"Marseille - Endurance muscu 2h00 tempo","40,00","891","01:35:32","145","175","--","0","0","25,1","61,7","727","726","0,00","0,0","0,0","0","78","126","--","--","0,0","--","0","0","0,0","0,0","7160","0","0","0","0:00","6,0","0:00","Non","00:00.00","14","17,0","--","--","--","00:58:11","01:41:09","52","345"
Cyclisme sur route,2021-12-30 15:25:36,false,"Marseille Cyclisme sur route","154,78","2.980","06:38:04","144","176","--","0","0","23,3","62,6","2.447","2.472","0,00","0,0","0,0","0","75","156","--","--","0,0","--","0","0","0,0","0,0","25656","0","0","0","0:00","11,0","0:00","Non","06:38:04.24.8","1","23,0","--","--","--","06:37:40","07:06:40","14","710"
Cyclisme sur route,2021-12-29 08:34:54,false,"Marseille - Exercice de vélocité","26,49","669","01:04:03","146","173","--","0","0","24,8","42,2","279","292","0,00","0,0","0,0","0","105","143","--","--","0,0","--","0","0","0,0","0,0","6408","0","0","0","0:00","11,0","0:00","Non","00:00.00","12","17,0","--","--","--","00:59:46","01:04:56","42","131"
Cyclisme sur route,2021-12-16 11:10:27,false,"Marseille Cyclisme sur route","123,10","2.626","04:48:34","150","174","--","0","0","25,6","58,3","1.855","1.844","0,00","0,0","0,0","0","81","184","--","--","0,0","--","0","0","0,0","0,0","21217","0","0","0","0:00","7,0","0:00","Non","01:03:01.77.4","2","17,0","--","--","--","04:48:18","05:01:12","4","364"
Cyclisme sur route,2021-12-13 11:34:18,false,"Marseille Cyclisme sur route","39,48","849","01:35:44","143","173","--","0","0","24,7","50,8","620","754","0,00","0,0","0,0","0","77","121","--","--","0,0","--","0","0","0,0","0,0","6547","0","0","0","0:00","7,0","0:00","Non","00:00.62.5","28","15,0","--","--","--","01:35:40","01:37:14","48","335"
Cyclisme sur route,2021-12-12 07:40:00,false,"Marseille Cyclisme sur route","69,24","1.645","02:45:43","149","179","--","0","0","25,1","64,3","1.189","1.168","0,00","0,0","0,0","0","79","135","--","--","0,0","--","0","0","0,0","0,0","11459","0","0","0","0:00","-3,0","0:00","Non","02:45:42.57.1","1","11,0","--","--","--","02:45:18","03:29:07","-28","342"
Cyclisme sur route,2021-12-10 15:59:00,false,"Marseille Cyclisme sur route","31,32","804","01:14:51","154","176","--","0","0","25,1","60,7","570","580","0,00","0,0","0,0","0","87","122","--","--","0,0","--","0","0","0,0","0,0","6078","0","0","0","0:00","4,0","0:00","Non","01:14:51.30.5","1","15,0","--","--","--","01:14:51","01:14:51","17","312"
Cyclisme sur route,2021-12-06 11:33:38,false,"Marseille - Exercice de PMA pyramide V2","32,55","694","01:19:46","140","172","--","0","0","24,5","56,9","458","535","0,00","0,0","0,0","0","79","126","--","--","0,0","--","0","0","0,0","0,0","5953","0","0","0","0:00","5,0","0:00","Non","00:00.00","32","14,0","--","--","--","01:11:21","01:20:59","45","227"
Cyclisme sur route,2021-12-05 08:07:27,false,"Le Brûlat","92,99","2.095","03:41:23","149","177","--","0","0","25,2","60,5","1.612","1.603","0,00","0,0","0,0","0","81","167","--","--","0,0","--","0","0","0,0","0,0","15854","0","0","0","0:00","1,0","0:00","Non","03:41:23.36","1","14,0","--","--","--","03:41:11","04:00:48","-22","388"
Cyclisme sur route,2021-12-03 14:45:15,false,"Marseille Cyclisme sur route","77,60","1.623","02:58:29","152","176","--","0","0","26,1","62,1","1.232","1.245","0,00","0,0","0,0","0","83","124","--","--","0,0","--","0","0","0,0","0,0","13824","0","0","0","0:00","4,0","0:00","Non","02:58:28.90.8","1","17,0","--","--","--","02:58:18","03:08:41","61","476"
Cyclisme sur route,2021-11-29 11:09:29,false,"Marseille - Exercice de PMA pyramide","27,30","569","01:06:03","139","173","--","0","0","24,8","44,8","427","373","0,00","0,0","0,0","0","86","151","--","--","0,0","--","0","0","0,0","0,0","5135","0","0","0","0:00","5,0","0:00","Non","00:00.00","14","14,0","--","--","--","00:51:43","01:10:51","76","196"
Cyclisme sur route,2021-11-28 07:46:18,false,"Marseille Cyclisme sur route","72,75","1.604","02:55:27","145","175","--","0","0","24,9","55,9","949","957","0,00","0,0","0,0","0","74","124","--","--","0,0","--","0","0","0,0","0,0","11755","0","0","0","0:00","1,0","0:00","Non","02:55:27.29.6","1","14,0","--","--","--","02:55:17","03:12:54","-12","388"
Cyclisme sur route,2021-11-22 11:03:29,false,"Marseille - Exercice de PMA","52,56","1.125","02:04:20","148","177","--","0","0","25,4","54,4","821","1.018","0,00","0,0","0,0","0","83","132","--","--","0,0","--","0","0","0,0","0,0","9282","0","0","0","0:00","11,0","0:00","Non","00:40.15","47","17,0","--","--","--","02:03:08","02:04:46","43","324"
Cyclisme sur route,2021-11-19 13:58:18,false,"Marseille Cyclisme sur route","61,32","1.375","02:16:26","153","177","--","0","0","27,0","55,8","1.024","1.024","0,00","0,0","0,0","0","84","123","--","--","0,0","--","0","0","0,0","0,0","10942","0","0","0","0:00","13,0","0:00","Non","02:16:26.06.6","1","19,0","--","--","--","02:16:26","02:22:10","20","340"
Cyclisme sur route,2021-11-18 11:21:52,false,"Exercice de PMA 30x30","25,64","698","01:00:56","153","177","--","0","0","25,2","51,5","278","487","0,00","0,0","0,0","0","75","121","--","--","0,0","--","0","0","0,0","0,0","4030","0","0","0","0:00","11,0","0:00","Non","00:00.00","47","17,0","--","--","--","00:59:29","01:02:15","46","272"
Cyclisme sur route,2021-11-11 12:07:44,false,"Marseille Cyclisme sur route","80,83","1.813","03:12:21","148","180","--","0","0","25,2","58,2","1.321","1.307","0,00","0,0","0,0","0","80","134","--","--","0,0","--","0","0","0,0","0,0","13214","0","0","0","0:00","12,0","0:00","Non","03:12:21.47.2","1","21,0","--","--","--","03:11:52","03:42:03","42","353"
Cyclisme sur route,2021-11-08 11:28:45,false,"Exercice de PMA 30x30","33,77","753","01:20:35","152","177","--","0","0","25,1","56,0","333","674","0,00","0,0","0,0","0","83","123","--","--","0,0","--","0","0","0,0","0,0","6083","0","0","0","0:00","13,0","0:00","Non","00:00.00","64","19,0","--","--","--","01:03:59","01:21:15","34","268"
Cyclisme sur route,2021-11-01 14:48:07,false,"Marseille Cyclisme sur route","49,90","1.127","01:50:01","155","180","--","0","0","27,2","64,6","654","655","0,00","0,0","0,0","0","82","125","--","--","0,0","--","0","0","0,0","0,0","8269","0","0","0","0:00","14,0","0:00","Non","01:50:01.20","1","19,0","--","--","--","01:49:56","01:50:55","-5","289"
Cyclisme sur route,2021-10-27 07:57:09,false,"Marseille Cyclisme sur route","122,40","2.436","04:45:41","153","181","--","0","0","25,7","62,9","2.031","2.050","0,00","0,0","0,0","0","81","122","--","--","0,0","--","0","0","0,0","0,0","21095","0","0","0","0:00","5,0","0:00","Non","04:45:41.19.7","1","21,0","--","--","--","04:45:21","04:59:10","-305","91"
Cyclisme sur route,2021-10-26 10:46:38,false,"Marseille Cyclisme sur route","51,56","1.221","01:54:43","156","179","--","0","0","27,0","65,2","953","953","0,00","0,0","0,0","0","84","220","--","--","0,0","--","0","0","0,0","0,0","9103","0","0","0","0:00","12,0","0:00","Non","01:54:42.71.7","1","18,0","--","--","--","01:54:43","01:54:43","353","668"
Cyclisme sur route,2021-10-18 11:02:44,false,"Marseille Cyclisme sur route","73,18","1.652","02:38:06","157","179","--","0","0","27,8","64,8","1.286","1.296","0,00","0,0","0,0","0","80","127","--","--","0,0","--","0","0","0,0","0,0","11954","0","0","0","0:00","17,0","0:00","Non","02:38:06.28.7","1","22,0","--","--","--","02:38:06","02:39:56","22","385"
Cyclisme sur route,2021-10-15 12:09:55,false,"Marseille Cyclisme sur route","59,45","1.283","02:13:33","149","179","--","0","0","26,7","61,0","1.036","1.030","0,00","0,0","0,0","0","84","119","--","--","0,0","--","0","0","0,0","0,0","10636","0","0","0","0:00","15,0","0:00","Non","02:13:32.52","1","22,0","--","--","--","02:13:31","02:13:44","45","356"
Cyclisme sur route,2021-10-11 08:06:28,false,"Marseille Cyclisme sur route","74,97","1.770","03:01:47","156","177","--","0","0","24,7","59,5","1.705","1.730","0,00","0,0","0,0","0","77","112","--","--","0,0","--","0","0","0,0","0,0","12765","0","0","0","0:00","8,0","0:00","Non","03:01:47.27.4","1","17,0","--","--","--","03:01:30","03:04:50","36","375"
Cyclisme sur route,2021-10-08 11:49:53,false,"Marseille Cyclisme sur route","32,34","677","01:09:21","146","177","--","0","0","28,0","57,4","558","559","0,00","0,0","0,0","0","75","117","--","--","0,0","--","0","0","0,0","0,0","4781","0","0","0","0:00","16,0","0:00","Non","01:09:21.28.3","1","25,0","--","--","--","01:09:20","01:11:24","52","328"
Cyclisme sur route,2021-10-05 08:03:53,false,"Marseille Cyclisme sur route","52,54","1.949","01:58:20","0","0","--","0","0","26,6","61,9","956","969","0,00","0,0","0,0","0","0","0","--","--","0,0","--","0","0","0,0","0,0","--","0","0","0","0:00","10,0","0:00","Non","01:58:19.79.9","1","20,0","--","--","--","01:58:14","02:00:00","2","325"
Cyclisme sur route,2021-10-02 14:40:25,false,"Marseille Cyclisme sur route","62,81","2.342","02:14:52","0","0","--","0","0","27,9","59,2","1.060","1.056","0,00","0,0","0,0","0","79","116","--","--","0,0","--","0","0","0,0","0,0","10079","0","0","0","0:00","19,0","0:00","Non","02:14:51.77.8","1","25,0","--","--","--","02:14:52","02:16:48","41","383"
Cyclisme sur route,2021-09-26 08:49:23,false,"Marseille Cyclisme sur route","90,62","2.158","02:50:31","167","181","--","0","0","31,9","66,2","1.504","1.484","0,00","0,0","0,0","0","82","182","--","--","0,0","--","0","0","0,0","0,0","13093","0","0","0","0:00","19,0","0:00","Non","02:50:31.14.2","1","23,0","--","--","--","02:50:29","02:50:57","18","417"
Cyclisme sur route,2021-09-24 11:37:38,false,"Marseille Cyclisme sur route","46,06","1.041","01:45:45","146","174","--","0","0","26,1","62,0","855","853","0,00","0,0","0,0","0","80","120","--","--","0,0","--","0","0","0,0","0,0","8099","0","0","0","0:00","19,0","0:00","Non","01:45:45.02.7","1","29,0","--","--","--","01:45:45","01:45:45","33","338"
Cyclisme sur route,2021-09-21 07:43:47,false,"Marseille Cyclisme sur route","49,34","1.094","01:45:38","151","179","--","0","0","28,0","62,5","820","827","0,00","0,0","0,0","0","82","118","--","--","0,0","--","0","0","0,0","0,0","8006","0","0","0","0:00","12,0","0:00","Non","01:45:37.85","1","18,0","--","--","--","01:45:30","01:46:51","59","362"
Cyclisme sur route,2021-09-18 16:19:51,false,"Marseille Cyclisme sur route","55,51","1.209","02:01:30","149","174","--","0","0","27,4","61,8","964","964","0,00","0,0","0,0","0","75","111","--","--","0,0","--","0","0","0,0","0,0","8771","0","0","0","0:00","21,0","0:00","Non","02:01:30.29.9","1","27,0","--","--","--","02:01:30","02:01:30","30","339"
Cyclisme sur route,2021-09-17 07:35:26,false,"Marseille Cyclisme sur route","53,86","2.092","02:08:00","0","0","--","0","0","25,2","61,5","1.144","1.145","0,00","0,0","0,0","0","74","111","--","--","0,0","--","0","0","0,0","0,0","8828","0","0","0","0:00","14,0","0:00","Non","02:08:00.17.4","1","21,0","--","--","--","02:07:57","02:08:53","41","372"
Cyclisme sur route,2021-09-13 11:38:37,false,"Marseille Cyclisme sur route","37,89","810","01:27:09","143","175","--","0","0","26,1","60,0","723","718","0,00","0,0","0,0","0","71","114","--","--","0,0","--","0","0","0,0","0,0","5574","0","0","0","0:00","22,0","0:00","Non","01:27:08.63.4","1","36,0","--","--","--","01:27:05","01:33:39","46","316"
Cyclisme sur route,2021-09-11 14:05:00,false,"Marseille Cyclisme sur route","91,14","2.017","03:19:49","154","179","--","0","0","27,4","67,2","1.424","1.419","0,00","0,0","0,0","0","76","121","--","--","0,0","--","0","0","0,0","0,0","14684","0","0","0","0:00","25,0","0:00","Non","03:19:48.85.1","1","34,0","--","--","--","00:00:00","03:24:09","-8","388"
Cyclisme sur route,2021-09-08 07:25:53,false,"Marseille Cyclisme sur route","128,69","2.344","04:23:49","145","174","--","0","0","29,3","66,1","1.575","1.586","0,00","0,0","0,0","0","79","129","--","--","0,0","--","0","0","0,0","0,0","17619","0","0","0","0:00","17,0","0:00","Non","04:23:48.60","1","32,0","--","--","--","04:23:17","04:42:49","37","460"
Cyclisme sur route,2021-09-06 11:04:42,false,"Marseille Cyclisme sur route","47,06","1.020","01:49:59","144","171","--","0","0","25,7","55,9","950","969","0,00","0,0","0,0","0","75","113","--","--","0,0","--","0","0","0,0","0,0","7287","0","0","0","0:00","23,0","0:00","Non","00:01.68.9","5","32,0","--","--","--","01:49:49","01:56:43","90","369"
Cyclisme sur route,2021-09-04 07:09:56,false,"Marseille Cyclisme sur route","116,95","2.256","04:11:18","142","175","--","0","0","27,9","63,2","1.496","1.502","0,00","0,0","0,0","0","81","137","--","--","0,0","--","0","0","0,0","0,0","17643","0","0","0","0:00","13,0","0:00","Non","04:11:17.71.9","1","25,0","--","--","--","04:10:51","04:33:50","-263","130"
Cyclisme sur route,2021-09-03 11:36:36,false,"Marseille Cyclisme sur route","34,90","722","01:27:18","135","169","--","0","0","24,0","57,8","720","716","0,00","0,0","0,0","0","70","115","--","--","0,0","--","0","0","0,0","0,0","5092","0","0","0","0:00","21,0","0:00","Non","01:27:17.72.5","1","25,0","--","--","--","01:27:11","01:40:47","54","265"
Cyclisme sur route,2021-09-01 12:22:31,false,"Marseille Cyclisme sur route","138,18","2.730","04:37:51","151","179","--","0","0","29,8","62,9","1.407","1.402","0,00","0,0","0,0","0","83","175","--","--","0,0","--","0","0","0,0","0,0","20904","0","0","0","0:00","14,0","0:00","Non","21:53.82.8","2","30,0","--","--","--","04:37:33","05:01:02","22","474"
Cyclisme sur route,2021-08-30 13:12:08,false,"Marseille - Intervalles d'effort maximal","35,41","720","01:20:27","140","174","--","0","0","26,4","59,5","554","545","0,00","0,0","0,0","0","78","112","--","--","0,0","--","0","0","0,0","0,0","5850","0","0","0","0:00","23,0","0:00","Non","00:00.00","25","29,0","--","--","--","01:14:17","01:21:23","63","275"
Cyclisme sur route,2021-08-27 11:38:23,false,"Marseille - Sprints de 6 secondes (6 fois)","29,62","535","01:13:14","126","168","--","0","0","24,3","44,8","307","349","0,00","0,0","0,0","0","77","116","--","--","0,0","--","0","0","0,0","0,0","5083","0","0","0","0:00","23,0","0:00","Non","00:05.00","34","27,0","--","--","--","01:11:11","01:13:59","25","145"
